session_id,date,education_level,subject,task_type,duration_min,num_prompts,ai_help_level,result,reuse_ai_again,prompts_per_min,is_success,satisfaction_rating
72,2025-01-03 23:00:00,Undergraduate,Psychology,Homework Help,66,7,2,Drafted Ideas,False,0.10606060606060606,0,3.132208343823726
73,2025-01-04 00:00:00,Graduate,Business,Studying,61,4,2,Confused,True,0.06557377049180328,0,2.813599297879306
74,2025-01-04 01:00:00,High School,Engineering,Coding,94,20,5,Completed,True,0.2127659574468085,1,5.0
75,2025-01-04 02:00:00,High School,History,Studying,17,18,4,Completed,True,1.0588235294117647,1,5.0
76,2025-01-04 03:00:00,High School,Psychology,Homework Help,67,11,2,Partial Complete,True,0.16417910447761194,1,3.588698443500963
77,2025-01-04 04:00:00,High School,Biology,Homework Help,45,13,5,Completed,True,0.28888888888888886,1,5.0
78,2025-01-04 05:00:00,Undergraduate,Engineering,Studying,15,14,3,Completed,True,0.9333333333333333,1,5.0
79,2025-01-04 06:00:00,Undergraduate,Engineering,Studying,52,12,4,Completed,False,0.23076923076923078,1,5.0
80,2025-01-04 07:00:00,Undergraduate,History,Coding,96,5,4,Drafted Ideas,False,0.052083333333333336,0,4.426494518320966
81,2025-01-04 08:00:00,Undergraduate,Computer Science,Studying,46,1,3,Gave Up,True,0.021739130434782608,0,2.8555500704819785
82,2025-01-04 09:00:00,Undergraduate,Psychology,Brainstorming,75,7,3,Drafted Ideas,True,0.09333333333333334,0,4.12110501101394
83,2025-01-04 10:00:00,Graduate,Psychology,Studying,83,21,4,Completed,True,0.25301204819277107,1,5.0
84,2025-01-04 11:00:00,High School,Psychology,Brainstorming,59,21,3,Completed,False,0.3559322033898305,1,5.0
85,2025-01-04 12:00:00,High School,Psychology,Writing,62,10,2,Partial Complete,True,0.16129032258064516,1,3.710443383003319
86,2025-01-04 13:00:00,High School,Business,Coding,25,7,4,Completed,False,0.28,1,5.0
87,2025-01-04 14:00:00,Undergraduate,Biology,Studying,45,13,4,Completed,True,0.28888888888888886,1,5.0
88,2025-01-04 15:00:00,Undergraduate,Business,Homework Help,78,14,4,Completed,True,0.1794871794871795,1,5.0
89,2025-01-04 16:00:00,High School,Business,Writing,61,15,4,Completed,True,0.2459016393442623,1,5.0
90,2025-01-04 17:00:00,Undergraduate,Psychology,Coding,67,1,4,Confused,True,0.014925373134328358,0,4.08466594305522
91,2025-01-04 18:00:00,High School,Psychology,Coding,62,27,5,Completed,True,0.43548387096774194,1,5.0
92,2025-01-04 19:00:00,Undergraduate,Engineering,Homework Help,103,17,5,Completed,True,0.1650485436893204,1,5.0
93,2025-01-04 20:00:00,Undergraduate,Mathematics,Brainstorming,51,11,5,Completed,True,0.21568627450980393,1,5.0
94,2025-01-04 21:00:00,Undergraduate,Psychology,Brainstorming,92,8,2,Partial Complete,False,0.08695652173913043,1,3.794367226247069
95,2025-01-04 22:00:00,Undergraduate,History,Writing,62,16,2,Completed,True,0.25806451612903225,1,4.5289090082405705
96,2025-01-04 23:00:00,Undergraduate,History,Brainstorming,93,14,3,Partial Complete,False,0.15053763440860216,1,3.9427038031740174
97,2025-01-05 00:00:00,Undergraduate,Engineering,Studying,35,12,4,Completed,False,0.34285714285714286,1,5.0
98,2025-01-05 01:00:00,High School,Psychology,Writing,63,14,2,Partial Complete,True,0.2222222222222222,1,4.189182544306724
99,2025-01-05 02:00:00,High School,Mathematics,Coding,52,11,2,Partial Complete,True,0.21153846153846154,1,4.1252329336447655
100,2025-01-05 03:00:00,Graduate,Engineering,Writing,62,14,2,Completed,True,0.22580645161290322,1,4.402217957318805
101,2025-01-05 04:00:00,Graduate,History,Homework Help,84,15,4,Completed,False,0.17857142857142858,1,5.0
102,2025-01-05 05:00:00,Undergraduate,Psychology,Homework Help,67,13,5,Completed,False,0.19402985074626866,1,5.0
103,2025-01-05 06:00:00,High School,Engineering,Coding,84,13,3,Partial Complete,False,0.15476190476190477,1,4.600632303348621
104,2025-01-05 07:00:00,Graduate,Business,Writing,46,18,4,Completed,True,0.391304347826087,1,5.0
105,2025-01-05 08:00:00,Undergraduate,Biology,Brainstorming,43,4,2,Gave Up,False,0.09302325581395349,0,2.054858924190864
106,2025-01-05 09:00:00,Undergraduate,Biology,Homework Help,60,8,2,Partial Complete,True,0.13333333333333333,1,3.6756305757295684
107,2025-01-05 10:00:00,Undergraduate,History,Brainstorming,59,12,4,Completed,True,0.2033898305084746,1,5.0
108,2025-01-05 11:00:00,High School,Computer Science,Studying,56,8,3,Completed,True,0.14285714285714285,1,5.0
109,2025-01-05 12:00:00,High School,Biology,Coding,40,10,2,Partial Complete,True,0.25,1,3.9586774255888613
110,2025-01-05 13:00:00,Graduate,History,Brainstorming,83,18,2,Completed,True,0.21686746987951808,1,4.985901911326648
111,2025-01-05 14:00:00,Undergraduate,Biology,Brainstorming,52,11,5,Completed,True,0.21153846153846154,1,5.0
112,2025-01-05 15:00:00,High School,Psychology,Writing,88,2,4,Confused,False,0.022727272727272728,0,3.9646292611358773
113,2025-01-05 16:00:00,Undergraduate,Computer Science,Writing,60,9,5,Completed,True,0.15,1,5.0
114,2025-01-05 17:00:00,Undergraduate,Biology,Coding,72,12,3,Completed,False,0.16666666666666666,1,5.0
115,2025-01-05 18:00:00,High School,Mathematics,Coding,71,12,5,Completed,True,0.16901408450704225,1,5.0
116,2025-01-05 19:00:00,Graduate,Biology,Brainstorming,43,14,5,Completed,True,0.32558139534883723,1,5.0
117,2025-01-05 20:00:00,Undergraduate,Engineering,Studying,67,14,3,Completed,True,0.208955223880597,1,4.857701532523542
118,2025-01-05 21:00:00,Undergraduate,Mathematics,Writing,98,11,2,Drafted Ideas,False,0.11224489795918367,0,3.496375764561709
119,2025-01-05 22:00:00,Undergraduate,Biology,Writing,65,6,5,Completed,False,0.09230769230769231,1,5.0
120,2025-01-05 23:00:00,Undergraduate,Computer Science,Brainstorming,78,9,3,Partial Complete,True,0.11538461538461539,1,4.269337239079693
121,2025-01-06 00:00:00,Undergraduate,Biology,Coding,73,8,3,Drafted Ideas,True,0.1095890410958904,0,4.578184164266773
122,2025-01-06 01:00:00,Undergraduate,Psychology,Writing,66,10,5,Completed,True,0.15151515151515152,1,5.0
123,2025-01-06 02:00:00,High School,History,Studying,63,15,3,Completed,True,0.23809523809523808,1,4.577222218672413
124,2025-01-06 03:00:00,Undergraduate,Psychology,Studying,70,14,5,Completed,True,0.2,1,5.0
125,2025-01-06 04:00:00,High School,Engineering,Coding,75,16,2,Completed,False,0.21333333333333335,1,4.563079879493724
126,2025-01-06 05:00:00,Undergraduate,Business,Studying,32,10,3,Completed,True,0.3125,1,5.0
127,2025-01-06 06:00:00,Undergraduate,Biology,Homework Help,64,19,3,Completed,True,0.296875,1,4.990627658158718
128,2025-01-06 07:00:00,High School,Psychology,Homework Help,56,15,3,Completed,True,0.26785714285714285,1,5.0
129,2025-01-06 08:00:00,High School,Psychology,Studying,52,12,2,Partial Complete,False,0.23076923076923078,1,4.325431109952361
130,2025-01-06 09:00:00,Undergraduate,Engineering,Brainstorming,85,15,5,Completed,True,0.17647058823529413,1,5.0
131,2025-01-06 10:00:00,High School,Psychology,Coding,45,8,4,Partial Complete,True,0.17777777777777778,1,4.944220205446737
132,2025-01-06 11:00:00,Graduate,Biology,Writing,32,1,4,Drafted Ideas,False,0.03125,0,4.455724648182177
133,2025-01-06 12:00:00,Undergraduate,Engineering,Brainstorming,75,8,4,Partial Complete,True,0.10666666666666667,1,4.82922947068585
134,2025-01-06 13:00:00,Undergraduate,Mathematics,Writing,31,15,4,Completed,True,0.4838709677419355,1,5.0
135,2025-01-06 14:00:00,Undergraduate,Computer Science,Studying,21,12,4,Completed,True,0.5714285714285714,1,5.0
136,2025-01-06 15:00:00,High School,Business,Studying,78,11,4,Completed,False,0.14102564102564102,1,5.0
137,2025-01-06 16:00:00,Graduate,Business,Coding,63,7,4,Partial Complete,False,0.1111111111111111,1,5.0
138,2025-01-06 17:00:00,Undergraduate,Psychology,Homework Help,69,2,5,Partial Complete,True,0.028985507246376812,1,5.0
139,2025-01-06 18:00:00,Undergraduate,Psychology,Writing,51,19,2,Completed,True,0.37254901960784315,1,4.90899873462343
140,2025-01-06 19:00:00,High School,Biology,Coding,32,10,4,Completed,True,0.3125,1,5.0
141,2025-01-06 20:00:00,Undergraduate,Business,Studying,36,9,2,Drafted Ideas,True,0.25,0,3.5272756468788424
142,2025-01-06 21:00:00,Undergraduate,Business,Homework Help,54,8,2,Drafted Ideas,True,0.14814814814814814,0,3.340327326532762
143,2025-01-06 22:00:00,Graduate,Business,Coding,34,18,5,Completed,True,0.5294117647058824,1,5.0
144,2025-01-06 23:00:00,Undergraduate,Business,Writing,66,16,3,Completed,True,0.24242424242424243,1,5.0
145,2025-01-07 00:00:00,Undergraduate,Psychology,Writing,50,7,4,Drafted Ideas,False,0.14,0,4.812968450898754
146,2025-01-07 01:00:00,High School,Biology,Studying,63,17,4,Completed,True,0.2698412698412698,1,5.0
147,2025-01-07 02:00:00,Undergraduate,Engineering,Studying,63,11,2,Partial Complete,True,0.1746031746031746,1,3.6746230349907947
148,2025-01-07 03:00:00,Undergraduate,Biology,Coding,67,8,3,Partial Complete,True,0.11940298507462686,1,4.307081113359499
149,2025-01-07 04:00:00,Undergraduate,Mathematics,Coding,69,10,2,Drafted Ideas,False,0.14492753623188406,0,3.5767031570235424
150,2025-01-07 05:00:00,High School,Engineering,Writing,53,8,3,Partial Complete,False,0.1509433962264151,1,5.0
151,2025-01-07 06:00:00,Graduate,Mathematics,Brainstorming,63,5,2,Confused,False,0.07936507936507936,0,2.437205151919658
152,2025-01-07 07:00:00,Graduate,Psychology,Studying,64,15,4,Completed,True,0.234375,1,5.0
153,2025-01-07 08:00:00,High School,Business,Coding,15,10,2,Completed,True,0.6666666666666666,1,4.576733599576885
154,2025-01-07 09:00:00,Undergraduate,Biology,Studying,72,15,3,Completed,True,0.20833333333333334,1,5.0
155,2025-01-07 10:00:00,High School,Biology,Studying,62,13,3,Completed,False,0.20967741935483872,1,5.0
156,2025-01-07 11:00:00,Undergraduate,Psychology,Brainstorming,71,14,5,Completed,True,0.19718309859154928,1,5.0
157,2025-01-07 12:00:00,High School,Computer Science,Brainstorming,34,1,5,Drafted Ideas,True,0.029411764705882353,0,5.0
158,2025-01-07 13:00:00,Undergraduate,Business,Brainstorming,53,7,3,Drafted Ideas,True,0.1320754716981132,0,4.168235894660469
159,2025-01-07 14:00:00,Undergraduate,Engineering,Studying,38,14,3,Completed,True,0.3684210526315789,1,5.0
160,2025-01-07 15:00:00,Undergraduate,History,Writing,74,5,4,Drafted Ideas,True,0.06756756756756757,0,4.853407911386546
161,2025-01-07 16:00:00,High School,History,Coding,31,13,4,Completed,True,0.41935483870967744,1,5.0
162,2025-01-07 17:00:00,Graduate,Psychology,Homework Help,41,5,4,Partial Complete,True,0.12195121951219512,1,4.960717560976224
163,2025-01-07 18:00:00,High School,Business,Writing,70,12,2,Partial Complete,True,0.17142857142857143,1,3.9420620115483587
164,2025-01-07 19:00:00,High School,Mathematics,Homework Help,47,20,2,Completed,True,0.425531914893617,1,4.703323232663308
165,2025-01-07 20:00:00,Undergraduate,Biology,Studying,41,15,4,Completed,True,0.36585365853658536,1,5.0
166,2025-01-07 21:00:00,Undergraduate,Business,Coding,78,2,3,Confused,False,0.02564102564102564,0,2.707901416159056
167,2025-01-07 22:00:00,Graduate,Business,Brainstorming,78,16,5,Completed,True,0.20512820512820512,1,5.0
168,2025-01-07 23:00:00,Graduate,Computer Science,Coding,74,21,2,Completed,True,0.28378378378378377,1,4.780708654104981
169,2025-01-08 00:00:00,Undergraduate,Engineering,Writing,76,25,2,Completed,True,0.32894736842105265,1,5.0
170,2025-01-08 01:00:00,Graduate,Engineering,Coding,55,14,5,Completed,False,0.2545454545454545,1,5.0
171,2025-01-08 02:00:00,High School,Computer Science,Homework Help,55,5,5,Partial Complete,False,0.09090909090909091,1,5.0
172,2025-01-08 03:00:00,Undergraduate,Business,Studying,47,14,4,Completed,True,0.2978723404255319,1,5.0
173,2025-01-08 04:00:00,High School,Biology,Homework Help,63,19,2,Completed,True,0.30158730158730157,1,4.701398467252752
174,2025-01-08 05:00:00,Graduate,History,Coding,49,11,2,Partial Complete,False,0.22448979591836735,1,4.203386808272303
175,2025-01-08 06:00:00,High School,Engineering,Coding,51,17,5,Completed,False,0.3333333333333333,1,5.0
176,2025-01-08 07:00:00,High School,Business,Coding,71,7,3,Partial Complete,True,0.09859154929577464,1,5.0
177,2025-01-08 08:00:00,Undergraduate,History,Studying,83,13,3,Completed,True,0.1566265060240964,1,5.0
178,2025-01-08 09:00:00,Graduate,Engineering,Homework Help,67,1,5,Drafted Ideas,True,0.014925373134328358,0,5.0
179,2025-01-08 10:00:00,Graduate,History,Homework Help,95,7,2,Confused,False,0.07368421052631578,0,3.0033112395155444
180,2025-01-08 11:00:00,Undergraduate,Business,Homework Help,45,11,3,Completed,True,0.24444444444444444,1,5.0
181,2025-01-08 12:00:00,Graduate,History,Homework Help,23,10,4,Completed,False,0.43478260869565216,1,5.0
182,2025-01-08 13:00:00,Graduate,Business,Writing,74,5,5,Completed,True,0.06756756756756757,1,5.0
183,2025-01-08 14:00:00,Undergraduate,Computer Science,Coding,44,9,3,Completed,True,0.20454545454545456,1,5.0
184,2025-01-08 15:00:00,Undergraduate,History,Brainstorming,54,13,2,Completed,False,0.24074074074074073,1,3.9978672982286914
185,2025-01-08 16:00:00,Undergraduate,History,Studying,24,11,2,Completed,False,0.4583333333333333,1,4.745743487609494
186,2025-01-08 17:00:00,Undergraduate,Business,Brainstorming,42,12,2,Completed,False,0.2857142857142857,1,4.189443127916103
187,2025-01-08 18:00:00,Undergraduate,Biology,Coding,29,15,3,Completed,True,0.5172413793103449,1,5.0
188,2025-01-08 19:00:00,High School,Business,Writing,51,10,4,Completed,False,0.19607843137254902,1,5.0
189,2025-01-08 20:00:00,Undergraduate,Computer Science,Coding,52,18,3,Completed,False,0.34615384615384615,1,5.0
190,2025-01-08 21:00:00,High School,Engineering,Coding,61,7,2,Confused,False,0.11475409836065574,0,2.7697155504338773
191,2025-01-08 22:00:00,Graduate,Computer Science,Studying,84,21,4,Completed,True,0.25,1,5.0
192,2025-01-08 23:00:00,High School,Biology,Coding,73,17,5,Completed,False,0.2328767123287671,1,5.0
193,2025-01-09 00:00:00,High School,Computer Science,Coding,27,10,2,Completed,True,0.37037037037037035,1,4.535997765774078
194,2025-01-09 01:00:00,Graduate,Mathematics,Studying,72,10,4,Partial Complete,True,0.1388888888888889,1,5.0
195,2025-01-09 02:00:00,High School,Engineering,Studying,62,13,4,Completed,True,0.20967741935483872,1,5.0
196,2025-01-09 03:00:00,High School,Mathematics,Writing,58,14,4,Completed,True,0.2413793103448276,1,5.0
197,2025-01-09 04:00:00,Undergraduate,Mathematics,Coding,59,17,2,Completed,False,0.288135593220339,1,4.392018330011363
198,2025-01-09 05:00:00,Graduate,History,Brainstorming,64,5,4,Confused,True,0.078125,0,4.175255846138309
199,2025-01-09 06:00:00,High School,Engineering,Studying,46,14,4,Completed,True,0.30434782608695654,1,5.0
200,2025-01-09 07:00:00,Undergraduate,Engineering,Writing,56,1,4,Confused,False,0.017857142857142856,0,2.981882063977439
201,2025-01-09 08:00:00,Undergraduate,Psychology,Studying,83,11,5,Completed,True,0.13253012048192772,1,5.0
202,2025-01-09 09:00:00,Graduate,Biology,Coding,45,19,4,Completed,True,0.4222222222222222,1,5.0
203,2025-01-09 10:00:00,Undergraduate,History,Writing,39,4,5,Partial Complete,True,0.10256410256410256,1,5.0
204,2025-01-09 11:00:00,High School,Business,Writing,58,4,4,Partial Complete,True,0.06896551724137931,1,4.886461714604007
205,2025-01-09 12:00:00,High School,Mathematics,Coding,37,13,3,Completed,True,0.35135135135135137,1,5.0
206,2025-01-09 13:00:00,High School,Computer Science,Coding,25,18,5,Completed,False,0.72,1,5.0
207,2025-01-09 14:00:00,High School,Engineering,Studying,53,13,4,Completed,True,0.24528301886792453,1,5.0
208,2025-01-09 15:00:00,Undergraduate,Mathematics,Coding,88,2,4,Confused,True,0.022727272727272728,0,3.9864182924472047
209,2025-01-09 16:00:00,High School,History,Coding,59,3,4,Drafted Ideas,True,0.05084745762711865,0,4.515730791442031
210,2025-01-09 17:00:00,Undergraduate,History,Writing,63,12,3,Completed,False,0.19047619047619047,1,5.0
211,2025-01-09 18:00:00,Undergraduate,Psychology,Coding,17,6,4,Completed,True,0.35294117647058826,1,5.0
212,2025-01-09 19:00:00,Undergraduate,Biology,Brainstorming,68,12,3,Completed,False,0.17647058823529413,1,5.0
213,2025-01-09 20:00:00,High School,Engineering,Coding,61,12,2,Partial Complete,True,0.19672131147540983,1,4.149133236200238
214,2025-01-09 21:00:00,Graduate,Psychology,Studying,46,9,3,Partial Complete,True,0.1956521739130435,1,4.500170154206298
215,2025-01-09 22:00:00,Undergraduate,History,Studying,63,21,5,Completed,True,0.3333333333333333,1,5.0
216,2025-01-09 23:00:00,Undergraduate,Business,Studying,63,14,3,Completed,True,0.2222222222222222,1,5.0
217,2025-01-10 00:00:00,High School,Mathematics,Coding,38,18,4,Completed,True,0.47368421052631576,1,5.0
218,2025-01-10 01:00:00,High School,Biology,Brainstorming,66,16,3,Completed,True,0.24242424242424243,1,5.0
219,2025-01-10 02:00:00,Graduate,Mathematics,Brainstorming,83,11,3,Partial Complete,False,0.13253012048192772,1,4.294141663889899
220,2025-01-10 03:00:00,Undergraduate,History,Coding,55,11,3,Completed,True,0.2,1,4.447921454961477
221,2025-01-10 04:00:00,Undergraduate,Business,Studying,42,10,5,Completed,True,0.23809523809523808,1,5.0
222,2025-01-10 05:00:00,Undergraduate,Psychology,Brainstorming,56,15,2,Completed,True,0.26785714285714285,1,4.937789308942562
223,2025-01-10 06:00:00,Undergraduate,Business,Studying,77,8,4,Completed,True,0.1038961038961039,1,5.0
224,2025-01-10 07:00:00,Graduate,Mathematics,Coding,35,20,5,Completed,False,0.5714285714285714,1,5.0
225,2025-01-10 08:00:00,High School,History,Brainstorming,71,8,2,Drafted Ideas,False,0.11267605633802817,0,3.570306010175862
226,2025-01-10 09:00:00,Graduate,History,Coding,46,13,5,Completed,False,0.2826086956521739,1,5.0
227,2025-01-10 10:00:00,High School,Business,Studying,64,10,4,Completed,True,0.15625,1,5.0
228,2025-01-10 11:00:00,Undergraduate,Engineering,Studying,48,9,3,Partial Complete,False,0.1875,1,4.269573874330201
229,2025-01-10 12:00:00,Undergraduate,Computer Science,Writing,48,22,2,Completed,False,0.4583333333333333,1,4.709111555671851
230,2025-01-10 13:00:00,High School,Computer Science,Studying,90,9,5,Completed,True,0.1,1,5.0
231,2025-01-10 14:00:00,High School,Computer Science,Writing,31,10,2,Completed,True,0.3225806451612903,1,4.386590623149908
232,2025-01-10 15:00:00,Undergraduate,Engineering,Coding,69,8,5,Completed,True,0.11594202898550725,1,5.0
233,2025-01-10 16:00:00,Graduate,Psychology,Coding,94,12,4,Partial Complete,False,0.1276595744680851,1,5.0
234,2025-01-10 17:00:00,Undergraduate,Mathematics,Studying,73,11,5,Completed,True,0.1506849315068493,1,5.0
235,2025-01-10 18:00:00,Graduate,History,Brainstorming,33,6,3,Partial Complete,True,0.18181818181818182,1,4.241564760458417
236,2025-01-10 19:00:00,Graduate,History,Coding,34,9,2,Partial Complete,True,0.2647058823529412,1,3.9397613371396085
