session_id,date,education_level,subject,task_type,duration_min,num_prompts,ai_help_level,result,reuse_ai_again,satisfaction_rating,prompts_per_min,is_success
165,20240809,3,4,4,161,19,3,1,0,9,0.12,1
166,20220906,3,8,2,99,37,2,1,1,7,0.37,1
167,20250821,4,3,2,159,9,2,0,1,6,0.06,0
168,20210224,1,5,1,46,18,2,2,0,7,0.39,0
169,20210110,2,8,3,11,27,1,1,1,4,2.45,0
170,20240430,1,6,2,12,21,1,2,1,3,1.75,0
171,20210717,1,5,4,40,31,2,2,0,2,0.78,0
172,20200318,3,4,2,145,39,3,1,0,5,0.27,0
173,20220831,3,2,1,66,27,3,2,1,2,0.41,0
174,20210330,4,10,5,9,33,3,0,0,5,3.67,0
175,20241024,1,10,3,66,37,2,0,0,9,0.56,0
176,20240117,1,9,5,134,33,3,0,1,8,0.25,0
177,20200627,4,6,3,9,23,1,1,0,2,2.56,0
178,20230923,2,1,3,144,22,3,0,1,8,0.15,0
179,20220116,2,2,6,122,3,2,0,0,4,0.02,0
180,20200620,3,5,5,106,35,2,1,0,4,0.33,0
181,20230317,3,1,6,89,18,1,1,1,7,0.2,1
182,20241206,4,6,2,132,32,2,2,1,2,0.24,0
183,20241004,1,7,5,51,35,2,1,0,2,0.69,0
184,20230905,3,5,4,159,28,1,2,1,6,0.18,0
185,20250105,1,6,5,116,18,3,0,0,7,0.16,0
186,20240128,2,1,2,160,29,1,0,0,4,0.18,0
187,20240209,3,7,5,13,39,1,2,1,6,3.0,0
188,20240303,4,2,5,40,34,2,1,1,5,0.85,0
189,20221019,1,1,6,52,32,3,1,0,5,0.62,0
190,20221202,4,4,5,78,32,1,0,0,2,0.41,0
191,20250125,2,8,1,179,21,3,1,0,9,0.12,1
192,20230404,3,3,6,168,12,2,2,0,2,0.07,0
193,20220403,2,4,4,11,24,3,2,1,8,2.18,0
194,20210615,1,2,3,106,31,3,1,1,10,0.29,1
195,20201029,2,6,6,23,29,2,2,1,3,1.26,0
196,20220115,2,7,5,19,8,3,0,1,3,0.42,0
197,20211025,3,4,3,137,19,1,1,0,9,0.14,1
198,20230129,2,5,5,141,6,3,2,0,10,0.04,0
199,20210923,2,10,6,159,22,3,0,0,2,0.14,0
200,20200705,3,4,5,111,40,3,0,1,9,0.36,0
201,20230401,3,8,2,180,26,2,1,0,1,0.14,0
202,20211009,4,7,4,123,14,2,2,0,6,0.11,0
203,20230731,3,7,2,99,33,3,0,1,4,0.33,0
204,20250325,1,5,4,68,10,1,0,1,7,0.15,0
205,20240908,2,3,3,152,21,1,0,1,9,0.14,0
206,20250327,4,5,4,10,6,2,2,1,4,0.6,0
207,20220531,3,1,1,77,32,3,2,1,5,0.42,0
208,20200203,1,7,2,72,24,2,1,0,7,0.33,1
209,20200728,2,6,5,78,5,2,2,1,9,0.06,0
210,20230219,1,3,1,105,24,2,2,1,3,0.23,0
211,20220326,4,9,1,16,3,1,2,1,8,0.19,0
212,20251028,4,3,5,136,9,2,2,1,3,0.07,0
213,20240528,3,10,3,134,33,3,1,1,8,0.25,1
214,20200309,3,6,6,33,27,3,1,0,10,0.82,1
215,20250427,3,10,5,63,4,3,1,0,9,0.06,1
216,20240406,2,4,1,151,8,1,0,1,6,0.05,0
217,20240911,2,7,6,57,27,3,2,1,1,0.47,0
218,20210719,2,9,3,174,31,3,1,1,3,0.18,0
219,20250225,3,9,3,178,17,3,1,0,4,0.1,0
220,20230216,3,4,3,78,14,3,2,1,6,0.18,0
221,20250519,3,9,6,75,19,1,2,1,7,0.25,0
222,20231114,2,5,1,78,6,2,1,1,8,0.08,1
223,20220526,2,9,3,148,18,1,0,0,4,0.12,0
224,20200726,2,4,1,30,27,2,2,1,2,0.9,0
225,20210717,1,9,2,109,31,2,2,0,5,0.28,0
226,20230808,3,1,1,171,37,1,2,0,3,0.22,0
227,20240907,2,1,4,131,12,3,1,0,1,0.09,0
228,20230507,1,6,3,121,35,3,1,0,9,0.29,1
229,20250401,3,4,1,89,11,3,1,1,3,0.12,0
230,20200227,3,5,5,177,13,1,2,1,7,0.07,0
231,20251011,3,2,4,176,7,1,0,1,6,0.04,0
232,20221013,1,5,4,65,29,2,1,1,10,0.45,1
233,20200216,3,6,6,65,4,3,0,1,5,0.06,0
234,20211016,4,9,6,84,8,3,1,1,10,0.1,1
235,20220623,2,3,4,44,30,3,2,1,7,0.68,0
236,20250412,2,4,6,157,6,3,1,1,2,0.04,0
237,20210404,1,9,5,56,37,3,0,0,6,0.66,0
238,20251101,4,2,6,57,38,2,0,1,1,0.67,0
239,20250131,2,9,4,121,37,1,2,1,5,0.31,0
240,20200330,4,5,1,60,38,1,0,1,6,0.63,0
241,20200918,1,2,4,13,19,2,0,0,7,1.46,0
242,20240313,4,8,4,101,6,3,2,0,6,0.06,0
243,20210430,2,9,4,140,9,3,0,0,1,0.06,0
244,20230507,4,9,4,141,25,1,0,1,6,0.18,0
245,20210927,3,4,6,33,3,3,1,0,4,0.09,0
246,20220424,1,2,5,13,29,3,2,0,4,2.23,0
247,20200630,4,8,2,143,14,1,0,1,4,0.1,0
248,20230730,3,4,3,41,34,1,1,1,5,0.83,0
249,20200906,2,7,5,131,4,2,2,1,9,0.03,0
250,20230729,4,7,2,81,25,1,2,1,4,0.31,0
251,20220712,3,3,4,19,36,2,1,0,7,1.89,1
252,20220921,3,4,3,170,6,2,1,0,9,0.04,1
253,20220219,1,5,4,177,39,3,0,0,4,0.22,0
254,20220607,4,4,3,82,1,1,0,0,8,0.01,0
255,20220920,2,7,2,146,21,2,1,1,9,0.14,1
256,20240111,3,5,3,136,32,2,0,1,6,0.24,0
257,20220412,3,6,4,16,37,1,2,0,1,2.31,0
258,20221204,4,5,2,55,22,1,1,0,8,0.4,1
259,20231014,3,8,6,169,32,2,0,1,3,0.19,0
260,20210727,4,3,5,169,4,3,0,0,1,0.02,0
261,20200127,4,3,6,64,5,3,0,0,4,0.08,0
262,20250902,4,6,1,163,40,2,2,1,1,0.25,0
263,20200128,4,1,1,140,18,3,1,0,9,0.13,1
264,20241029,2,2,1,139,10,1,0,1,6,0.07,0
265,20221230,4,2,3,108,30,3,0,0,5,0.28,0
266,20201126,1,2,4,102,25,3,1,0,1,0.25,0
267,20211202,1,8,4,170,22,3,0,0,4,0.13,0
268,20220515,4,5,1,24,18,3,2,0,3,0.75,0
269,20230712,1,4,5,41,26,1,1,0,10,0.63,1
270,20220911,4,9,3,103,9,3,2,0,9,0.09,0
271,20231117,1,2,4,64,5,2,2,1,6,0.08,0
272,20200501,3,8,4,63,23,3,1,1,3,0.37,0
273,20240405,1,10,3,68,5,1,1,0,7,0.07,1
274,20210923,4,6,3,32,6,1,1,1,6,0.19,1
275,20230109,1,3,1,52,28,2,2,1,2,0.54,0
276,20200417,1,6,5,28,39,3,1,1,1,1.39,0
277,20230410,4,7,1,148,16,3,2,0,7,0.11,0
278,20211125,2,5,3,73,32,1,0,0,7,0.44,0
279,20230204,4,5,4,24,24,2,0,1,10,1.0,0
280,20220311,4,2,2,82,1,2,1,1,6,0.01,1
281,20241208,3,7,6,157,9,2,1,0,8,0.06,1
282,20230710,2,7,3,79,32,3,0,1,7,0.41,0
283,20230222,4,6,1,149,13,3,2,0,9,0.09,0
284,20200420,4,4,4,79,5,2,2,1,3,0.06,0
285,20230525,2,5,6,44,28,2,0,1,10,0.64,0
286,20250516,4,9,5,112,35,1,1,0,2,0.31,0
287,20221013,3,3,6,161,3,3,2,1,6,0.02,0
288,20241029,1,1,1,71,15,3,2,0,8,0.21,0
289,20240312,4,8,6,155,33,1,1,0,8,0.21,1
290,20210304,3,7,1,34,10,2,1,1,8,0.29,1
291,20220427,4,6,4,29,29,3,2,1,6,1.0,0
292,20201002,3,1,6,34,2,2,2,0,3,0.06,0
293,20220926,2,9,2,89,36,2,1,0,7,0.4,1
294,20220125,2,7,4,12,40,1,1,1,7,3.33,1
295,20200119,2,4,3,21,37,1,2,0,6,1.76,0
296,20230828,2,8,1,72,32,3,2,1,10,0.44,0
297,20240510,4,10,1,94,23,2,2,0,5,0.24,0
298,20201213,2,6,1,66,20,1,0,1,3,0.3,0
299,20250923,4,7,5,40,37,2,1,0,8,0.93,1
300,20211210,2,8,3,40,12,2,1,0,6,0.3,1
301,20200209,4,3,2,103,36,3,2,1,7,0.35,0
302,20250707,4,8,4,47,6,3,0,0,5,0.13,0
303,20200513,3,4,5,78,11,2,2,1,9,0.14,0
304,20250923,1,10,1,73,35,2,2,0,8,0.48,0
305,20220614,4,2,6,172,16,2,0,1,5,0.09,0
306,20231128,1,8,1,65,14,3,2,1,10,0.22,0
307,20241019,2,10,2,57,14,1,2,1,9,0.25,0
308,20230225,2,6,6,79,19,3,1,0,3,0.24,0
309,20240812,1,5,6,37,9,1,0,1,4,0.24,0
310,20240527,4,3,5,166,18,3,1,1,8,0.11,1
311,20201105,1,7,5,76,24,2,1,1,10,0.32,1
312,20200111,1,8,6,175,23,1,2,1,4,0.13,0
313,20241025,2,8,3,87,19,2,2,0,10,0.22,0
314,20250610,3,1,1,30,30,1,0,0,8,1.0,0
315,20250212,1,7,2,38,20,1,1,0,6,0.53,1
316,20221022,1,6,6,171,11,1,1,1,4,0.06,0
317,20241024,1,2,1,59,31,1,0,0,9,0.53,0
318,20241227,1,1,6,92,8,2,2,0,8,0.09,0
319,20201017,2,7,1,31,7,2,1,1,3,0.23,0
320,20240416,2,3,1,140,37,1,2,0,8,0.26,0
321,20231209,2,3,4,162,29,1,0,0,3,0.18,0
322,20210519,4,6,4,85,9,1,1,0,4,0.11,0
323,20230313,1,5,2,137,39,3,0,1,5,0.28,0
324,20200811,2,8,4,33,16,2,2,0,9,0.48,0
325,20200219,3,6,2,104,37,2,1,0,8,0.36,1
326,20201025,1,10,1,8,17,1,0,0,7,2.12,0
327,20250906,3,9,4,113,26,1,2,0,5,0.23,0
328,20201208,3,2,5,57,10,3,1,1,10,0.18,1
329,20200927,3,7,6,66,4,1,0,1,2,0.06,0
330,20250131,1,5,6,173,12,1,0,0,1,0.07,0
331,20211102,4,6,5,137,17,1,1,0,5,0.12,0
332,20210428,1,6,4,74,34,1,1,0,8,0.46,1
333,20250207,3,1,4,150,11,2,0,1,2,0.07,0
334,20210417,2,9,1,16,1,1,0,1,6,0.06,0
335,20240417,2,3,1,146,27,1,1,0,7,0.18,1
336,20230803,3,2,5,100,8,3,2,0,3,0.08,0
337,20220703,1,7,1,124,19,2,1,0,9,0.15,1
338,20250213,1,6,2,79,37,2,2,0,8,0.47,0
339,20240217,4,4,6,144,16,1,0,1,1,0.11,0
340,20220812,3,1,3,5,25,3,2,1,2,5.0,0
341,20220420,2,7,4,20,10,3,1,0,1,0.5,0
342,20220806,4,6,4,26,38,1,2,0,7,1.46,0
343,20201102,1,7,6,38,16,2,1,1,7,0.42,1
344,20230829,3,8,3,64,5,1,0,0,3,0.08,0
345,20210308,2,8,4,85,27,1,2,1,4,0.32,0
346,20250125,3,8,3,35,6,1,2,1,10,0.17,0
347,20200614,2,6,2,28,16,2,1,0,5,0.57,0
348,20221201,2,1,4,120,36,3,2,0,2,0.3,0
349,20250307,1,3,1,8,4,1,0,0,7,0.5,0
350,20240304,1,10,5,71,5,1,0,0,8,0.07,0
351,20210611,1,6,1,15,30,1,0,1,7,2.0,0
352,20250725,1,7,6,114,12,2,0,0,5,0.11,0
353,20230220,4,3,1,162,40,3,0,1,8,0.25,0
354,20240814,4,1,1,76,25,1,1,0,9,0.33,1
355,20221017,1,7,6,96,31,3,1,1,10,0.32,1
356,20250819,3,7,3,51,2,2,2,0,1,0.04,0
357,20230224,1,8,5,96,38,1,0,0,4,0.4,0
358,20220914,3,9,6,19,15,3,1,1,3,0.79,0
359,20211222,2,10,3,96,38,1,2,1,10,0.4,0
360,20210805,2,8,5,84,12,2,0,0,1,0.14,0
361,20220810,2,1,5,127,1,2,2,0,3,0.01,0
362,20231027,2,6,1,10,10,3,2,0,2,1.0,0
363,20240203,1,6,6,174,26,3,0,1,5,0.15,0
364,20230814,2,3,6,116,32,3,1,0,9,0.28,1
365,20240101,2,10,2,101,20,3,2,1,3,0.2,0
366,20211228,1,10,4,150,3,1,2,1,10,0.02,0
367,20220623,1,8,2,89,5,1,1,1,3,0.06,0
368,20201229,3,8,1,72,14,1,2,0,6,0.19,0
369,20221117,1,1,1,103,29,3,1,0,7,0.28,1
370,20250712,4,6,5,101,7,2,2,0,3,0.07,0
371,20250122,1,1,3,10,21,2,0,0,6,2.1,0
372,20211127,4,3,6,24,36,1,1,1,1,1.5,0
373,20241101,2,10,4,45,4,1,1,0,4,0.09,0
374,20240803,3,5,3,65,7,1,1,1,3,0.11,0
375,20200811,3,1,4,27,19,3,2,1,4,0.7,0
376,20210201,1,4,2,168,19,1,1,0,5,0.11,0
377,20240616,4,8,6,72,6,3,2,1,3,0.08,0
378,20240228,4,6,2,119,3,2,1,1,5,0.03,0
379,20220715,3,10,1,43,7,1,2,1,9,0.16,0
380,20240822,2,9,1,104,34,2,2,1,10,0.33,0
381,20220823,4,5,1,106,3,3,2,0,2,0.03,0
382,20250113,2,3,2,54,9,1,1,0,7,0.17,1
383,20220407,2,10,3,86,5,1,1,1,9,0.06,1
384,20230828,3,9,4,8,40,3,2,1,2,5.0,0
385,20240824,2,3,5,155,38,1,0,0,5,0.25,0
386,20231109,4,5,4,172,32,3,2,1,1,0.19,0
387,20211206,3,7,2,163,39,3,2,1,1,0.24,0
388,20240609,3,4,1,126,18,2,0,1,5,0.14,0
389,20230627,3,8,6,180,7,1,0,1,8,0.04,0
390,20230807,3,7,5,170,6,1,1,0,7,0.04,1
391,20250607,3,1,5,45,5,2,2,1,3,0.11,0
392,20200428,2,4,2,19,16,1,1,0,6,0.84,1
393,20220326,3,6,4,134,26,3,0,0,4,0.19,0
394,20240305,4,10,4,50,31,3,2,1,6,0.62,0
395,20211031,3,2,3,12,25,1,0,0,4,2.08,0
396,20220711,2,5,6,109,33,1,2,0,8,0.3,0
397,20210625,2,10,1,62,17,3,1,1,7,0.27,1
398,20240322,3,8,3,60,30,2,2,1,10,0.5,0
399,20210223,1,9,6,100,36,3,2,1,5,0.36,0
400,20210318,4,2,3,75,21,2,1,1,4,0.28,0
401,20210906,2,1,5,108,21,3,0,0,8,0.19,0
402,20230425,3,7,4,104,3,3,2,0,6,0.03,0
403,20220629,4,6,5,81,11,3,2,0,5,0.14,0
404,20210203,4,3,6,71,36,1,2,1,2,0.51,0
405,20220629,3,4,6,83,27,2,1,1,10,0.33,1
406,20230419,4,2,4,18,38,3,2,0,8,2.11,0
407,20220307,1,7,5,81,27,1,0,0,4,0.33,0
408,20231104,4,10,4,41,21,3,0,0,8,0.51,0
409,20230924,2,6,6,19,1,2,1,0,3,0.05,0
410,20211010,4,2,2,162,28,3,1,1,7,0.17,1
411,20250509,4,1,1,141,13,3,1,0,6,0.09,1
412,20220219,1,1,6,68,15,3,1,1,3,0.22,0
413,20210224,4,9,5,83,11,1,0,1,5,0.13,0
414,20250210,3,7,6,39,22,2,1,0,3,0.56,0
415,20240710,1,4,2,38,14,3,0,0,2,0.37,0
416,20240210,1,7,6,70,35,3,0,0,2,0.5,0
417,20200321,1,2,4,118,25,1,2,1,8,0.21,0
418,20210919,2,1,3,112,7,3,2,1,10,0.06,0
419,20210715,4,2,5,163,8,2,0,0,8,0.05,0
420,20220324,2,5,5,56,23,3,1,1,3,0.41,0
421,20200610,4,4,6,128,22,1,0,0,2,0.17,0
422,20210328,4,3,1,135,5,3,2,0,5,0.04,0
423,20220804,4,5,3,123,4,1,0,0,5,0.03,0
424,20240115,3,7,6,34,7,1,0,0,3,0.21,0
425,20230908,3,8,5,73,6,2,1,0,2,0.08,0
426,20240629,4,8,3,103,31,2,2,0,2,0.3,0
427,20210626,1,3,1,111,38,2,2,1,3,0.34,0
428,20240404,3,10,1,180,9,2,1,0,7,0.05,1
429,20241210,1,2,3,172,21,1,2,0,6,0.12,0
430,20251027,1,7,6,68,31,2,2,1,3,0.46,0
431,20200811,1,3,5,125,32,1,0,1,6,0.26,0
432,20220913,3,5,1,134,15,3,2,1,7,0.11,0
433,20220820,1,8,4,151,29,1,1,1,6,0.19,1
434,20210501,4,1,1,108,27,1,2,0,2,0.25,0
435,20230601,2,8,3,98,4,1,1,1,9,0.04,1
436,20250421,3,8,1,29,15,1,1,1,5,0.52,0
437,20240311,1,1,2,131,9,3,2,1,2,0.07,0
438,20221107,2,4,1,105,14,2,0,1,2,0.13,0
439,20240824,1,10,1,120,30,3,2,0,8,0.25,0
440,20200118,1,9,4,154,31,3,0,0,3,0.2,0
441,20210228,4,10,5,87,33,2,1,0,5,0.38,0
442,20240617,3,5,4,39,9,2,2,1,9,0.23,0
443,20230709,2,4,2,164,19,3,1,0,3,0.12,0
444,20250825,3,2,3,148,31,3,2,1,9,0.21,0
445,20230317,4,1,5,32,2,2,0,0,1,0.06,0
446,20220329,3,3,3,179,17,1,0,1,4,0.09,0
447,20200512,3,8,1,162,36,1,2,1,4,0.22,0
448,20250923,3,1,4,104,27,3,1,0,1,0.26,0
449,20221026,2,10,4,62,24,3,2,0,4,0.39,0
450,20230419,4,3,6,24,12,1,2,0,7,0.5,0
451,20200615,4,5,5,72,9,1,2,1,1,0.12,0
452,20230915,4,3,1,44,21,3,0,1,8,0.48,0
453,20240106,1,6,5,61,12,3,0,0,7,0.2,0
454,20240710,1,6,2,59,22,2,1,1,4,0.37,0
455,20250429,1,2,6,93,29,1,2,0,1,0.31,0
456,20230807,4,2,4,70,35,3,1,0,9,0.5,1
457,20240315,4,8,1,80,13,2,2,0,2,0.16,0
458,20211116,1,2,2,176,14,3,1,0,4,0.08,0
459,20241117,1,3,1,122,22,1,0,0,1,0.18,0
460,20211230,3,9,1,152,15,2,1,1,8,0.1,1
461,20240714,4,6,1,104,8,3,0,0,10,0.08,0
462,20200705,1,6,5,32,19,3,1,0,5,0.59,0
